"","geneNames","feature","id","fc","pval","qval","logFC"
"23","APCS","gene","MSTRG.2580",5.38515791777069,0.00750319935045285,0.0203542968157104,2.42898865189003
"24","GC","gene","MSTRG.28769",5.34403288077552,0.0104332345742976,0.0267896467367298,2.41792888445602
"25","APOH","gene","MSTRG.17235",5.28704406638499,0.0157004670679621,0.0371454729375328,2.40246135132452
"26","SERPINE1","gene","MSTRG.35085",5.27538365458496,6.76216419370768e-06,8.03342354568853e-05,2.39927601826343
"27","CDH3","gene","MSTRG.14988",5.12848949189804,2.09094799252796e-08,1.78234238370376e-06,2.35853396746202
"28","CA9","gene","MSTRG.37892",4.88147263547172,4.94247331106479e-06,6.43002493062523e-05,2.28731644356525
"29","AHSG","gene","MSTRG.27827",4.87606941125443,0.0108964946472035,0.0277050434334951,2.28571866298844
"30","KRT80","gene","MSTRG.8474",4.82412658617998,1.40992415520458e-08,1.37209119037326e-06,2.27026776438103
"31","SERPINC1","gene","MSTRG.2873",4.73310869983027,0.0125369612902095,0.0309724209746281,2.24278805516423
"32","ALDOB","gene","MSTRG.38540",4.71634480235421,0.00473324223574845,0.0139865391773963,2.2376691946668
"33","TNFRSF12A","gene","MSTRG.13898",4.63458307842743,5.04189578975911e-10,2.10934392239697e-07,2.21243956156082
"34","INHBA","gene","MSTRG.34438",4.61524845874753,1.608967958866e-09,3.75790556472744e-07,2.20640831646353
"35","PLG","gene","MSTRG.33775",4.60565926852991,0.0107378209028726,0.0274030315786158,2.20340768299676
"36","LBP","gene","MSTRG.23901",4.56937353931113,0.00464035235752125,0.0137573076494372,2.1919963854844
"37","APOC4","gene","MSTRG.19875",4.5619082550911,0.00225718267449371,0.00760688226580036,2.18963743278419
"38","CST4","gene","MSTRG.23667",4.44678880236642,8.9442807233997e-06,9.79843436096264e-05,2.15276388635928
"39","CHI3L1","gene","MSTRG.3192",4.41010778946492,2.26483554115475e-05,0.00019548225757284,2.14081391778417
"40","ITIH2","gene","MSTRG.3953",4.37261671084345,0.011543841727937,0.029009895351592,2.12849689207327
"41","RBP4","gene","MSTRG.4960",4.31691371131036,0.00763676125882373,0.0206344511755075,2.11000025575772
"42","HPD","gene","MSTRG.9489",4.25787918209116,0.0142922262190515,0.0344741795405642,2.09013501370029
"43","ADH4","gene","MSTRG.29049",4.18361098032465,0.010689802733969,0.0272864516562383,2.06474870654437
"44","TRIB3","gene","MSTRG.23368",4.16126550722245,2.44763540990789e-07,8.35774453710653e-06,2.05702234167103
"45","MAT1A","gene","MSTRG.4815",4.08424780604253,0.00782491517397688,0.0210587607961646,2.03007040238192
"46","SERPINF2","gene","MSTRG.15537",4.06369768132192,0.00400984300015395,0.012242338968836,2.02279307684407
"47","KRT17","gene","MSTRG.16571",4.04256522899697,3.50249962541849e-05,0.000274143368804538,2.01527105255886
"48","AQP9","gene","MSTRG.12839",3.99470307535317,0.000275635785408679,0.00144085707341206,1.9980882722057
"49","COL4A1","gene","MSTRG.10502",3.97644766910363,1.11309215178323e-08,1.18169910441133e-06,1.99148018487793
"50","HRG","gene","MSTRG.27831",3.94493107118203,0.013058464008266,0.0319766707252109,1.98000009260055
"51","ASCL2","gene","MSTRG.5609",3.94085174239728,1.49707101966268e-05,0.000143544170533726,1.97850747529876
"52","TTR","gene","MSTRG.18050",3.87098753875767,0.0263850404573207,0.0566509473176303,1.95270166340355
"53","MMP11","gene","MSTRG.25186",3.83699427988872,1.35796893987461e-05,0.000133938862160943,1.93997661420254
"54","TACSTD2","gene","MSTRG.1335",3.81137704759764,4.70122511342375e-06,6.19649061789645e-05,1.93031233651325
"55","DGAT2","gene","MSTRG.6863",3.76195085752322,2.2330579341201e-07,7.78681740746063e-06,1.91148100301565
"56","TFR2","gene","MSTRG.35057",3.72411361333965,0.00279802386493289,0.00911954303507849,1.89689708656519
"57","HPX","gene","MSTRG.5744",3.69894286333105,0.0133763798890414,0.0326183679983766,1.88711301567532
"58","MMP1","gene","MSTRG.7109",3.66984140602226,0.000441682923194797,0.00208994050934718,1.87571771764913
"59","TM4SF4","gene","MSTRG.27414",3.66647630468662,0.00225062489740124,0.00759179594218709,1.87439421571235
"60","ITIH3","gene","MSTRG.26525",3.63020475804115,0.0122072485101156,0.0303117686798064,1.86005092427596
"61","FCN3","gene","MSTRG.655",3.61946717869687,0.00208454624129462,0.00714719054780931,1.85577733398557
"62","FCGR3A","gene","MSTRG.2672",3.59852206456052,4.57730823244518e-08,2.98624611946898e-06,1.84740450435346
"63","FABP6","gene","MSTRG.31458",3.59836578901875,5.852174692067e-06,7.29384780707473e-05,1.84734185006351
"64","SLC7A5","gene","MSTRG.15374",3.59712139595655,1.0824513145824e-06,2.26133568008824e-05,1.84684284848891
"65","SULT2B1","gene","MSTRG.20019",3.59234920595378,1.18364202084109e-06,2.38320198610039e-05,1.84492759874563
"66","PHLDA1","gene","MSTRG.8918",3.58478699381148,7.97713409772527e-08,4.1962599996953e-06,1.841887397281
"67","SERPINA4","gene","MSTRG.11769",3.57785517446998,0.00993414612591836,0.0257802129907721,1.83909499071496
"68","C2","gene","MSTRG.32390",3.5647828678585,3.55647206415899e-05,0.000277438081264186,1.83381420429783
"69","NNMT","gene","MSTRG.7257",3.55124123915046,0.000127813188744552,0.000767754951047157,1.82832336731597
"70","TGFBI","gene","MSTRG.31065",3.53205351021038,7.7758175454079e-09,9.26591809135444e-07,1.82050719981831
"71","TRIM29","gene","MSTRG.7392",3.53110966515827,0.000110559528378462,0.000680120080742708,1.82012162736293
"72","TDO2","gene","MSTRG.29542",3.50897775667695,0.000390382719318128,0.00189480024779597,1.81105080256095
"73","SULF1","gene","MSTRG.36731",3.49405920985252,2.6624066784553e-07,8.56527179679636e-06,1.80490405617592
"74","S100P","gene","MSTRG.28210",3.48717270782613,0.000484403121591481,0.00224478557696243,1.80205781767184
"75","HSD11B1","gene","MSTRG.3336",3.47174908228559,0.00282436483434267,0.00919513034163751,1.79566268199222
"76","IGFBP1","gene","MSTRG.34490",3.46486538662083,0.00782190215250289,0.0210581706826942,1.79279930335035
"77","FAP","gene","MSTRG.22352",3.43843222525918,2.79899317057186e-08,2.09529757986783e-06,1.78175090899389
"78","TIMP1","gene","MSTRG.39679",3.4278748162973,3.31946943710193e-07,9.78908184001928e-06,1.77731442415147
"79","SLC6A6","gene","MSTRG.25972",3.42011462522091,5.85471049419084e-09,7.68216956754614e-07,1.77404467787917
"80","HPN","gene","MSTRG.19495",3.39537345247312,0.00314169159754507,0.0100489385034597,1.76357026324767
"81","MARCO","gene","MSTRG.21983",3.38791658852284,0.000603165665766903,0.00265802590370788,1.76039835554207
"82","SCD","gene","MSTRG.5071",3.38582153463188,1.14209387869213e-06,2.31954301136812e-05,1.75950593132952
"83","STC2","gene","MSTRG.31579",3.37566478306804,2.02381526981377e-07,7.36265256102342e-06,1.75517164580545
"84","PSAT1","gene","MSTRG.38249",3.28694501903433,1.86415660341499e-06,3.24919713651944e-05,1.71674732455637
"85","CGREF1","gene","MSTRG.20793",3.26523413746488,1.23300106791291e-08,1.27424659036168e-06,1.70718644563033
"86","SULT2A1","gene","MSTRG.19998",3.26393663719908,0.01208463811961,0.0301097512184352,1.70661305054288
"87","APOB","gene","MSTRG.20707",3.2428571537026,0.0178464027317449,0.0412693645745181,1.69726547517092
"88","C8B","gene","MSTRG.1322",3.23939169943065,0.012663962472518,0.0312201295659838,1.69572292588528
"89","GDF15","gene","MSTRG.19214",3.20782358727144,1.87442246146752e-06,3.25252682095359e-05,1.68159480364856
"90","CPS1","gene","MSTRG.22904",3.20244864961684,0.0242872893437072,0.0529352304882068,1.67917543753426
"91","ASGR1","gene","MSTRG.15709",3.14577004945469,0.00355722137759429,0.0111490153643441,1.65341321600592
"92","C8A","gene","MSTRG.1321",3.14336452273159,0.0125419347206279,0.030978154328996,1.65230958509977
"93","SAA4","gene","MSTRG.5937",3.12582955871017,0.00446093385780832,0.0133268829857983,1.64423911502747
"94","DBNDD1","gene","MSTRG.15467",3.11094675940014,2.20660687721974e-07,7.73836489855019e-06,1.63735370486694
"95","ARG1","gene","MSTRG.33393",3.06979015838498,0.016766347121171,0.039190833002609,1.61814004067551
"96","PIPOX","gene","MSTRG.16179",3.06792712873322,0.0045950848785794,0.0136508270699695,1.61726421547978
"97","LARGE2","gene","MSTRG.6173",3.06677092826481,1.10857778663487e-05,0.000115177681426352,1.61672040886165
"98","COMP","gene","MSTRG.19235",3.06627789678042,0.000176270711370163,0.000997330119855023,1.61648845438049
"99","PCSK9","gene","MSTRG.1300",3.06120391353507,1.22011995740134e-05,0.000123364163311973,1.61409914916005
"100","CYP2C8","gene","MSTRG.4980",3.06095022355825,0.0208655544064342,0.046706525658106,1.61397958429334
"101","AGT","gene","MSTRG.3624",3.05427983727562,0.000512077044496184,0.00234235633592888,1.61083224987365
"102","CXCL2","gene","MSTRG.28796",3.05320036350281,3.43455419238303e-06,4.94453545766512e-05,1.61032226820402
"103","REEP6","gene","MSTRG.18547",3.05116322352617,4.99469896804161e-05,0.000362061418676536,1.60935935968486
"104","KLK6","gene","MSTRG.20146",3.03795727504107,0.000117923030557354,0.000717990172496758,1.6031015803338
"105","SERPIND1","gene","MSTRG.25033",3.00595267868213,0.0220707081017744,0.0489259167070085,1.58782229775462
"106","HABP2","gene","MSTRG.5240",2.99471672011878,0.00681752175068118,0.0188929803048065,1.58241954030665
"107","SLC2A2","gene","MSTRG.27633",2.99242776868174,0.0150298889558751,0.0358055983734617,1.5813164237695
"108","SLC27A5","gene","MSTRG.20494",2.99045082983587,0.00388658214592574,0.0119629695045126,1.5803629964432
"109","A1BG","gene","MSTRG.20479",2.98318290989478,0.0175799056801,0.0407580183705,1.5768524373138
"110","SMOX","gene","MSTRG.23452",2.964225095409,1.85001612695856e-07,6.94678081370486e-06,1.56765500624695
"111","PAH","gene","MSTRG.9167",2.94341713410506,0.00713979067002168,0.0195954113853145,1.55749201209146
"112","UGT2B4","gene","MSTRG.28747",2.92743209740858,0.0176706159754028,0.0409195822646745,1.54963570740692
"113","FOSL1","gene","MSTRG.6539",2.92552134268029,2.11056407328769e-06,3.51712973350921e-05,1.54869374315007
"114","APOF","gene","MSTRG.8636",2.88778018639012,0.0167806162894222,0.0392084908018952,1.52996093056508
"115","TDGF1","gene","MSTRG.26345",2.85372176882244,2.39620071345037e-05,0.000204552864997613,1.51284468228832
"116","AKR1C4","gene","MSTRG.3912",2.85154125638887,0.00775611240026053,0.0209230493440154,1.51174190591718
"117","SFRP4","gene","MSTRG.34390",2.85137663865226,0.00011690253669161,0.000712519740858361,1.51165861760874
"118","ALDH4A1","gene","MSTRG.442",2.84722946521794,2.79852677087522e-05,0.000229664059243013,1.50955876810358
"119","MTHFD1L","gene","MSTRG.33640",2.84658926623611,1.39900883100452e-08,1.37209119037326e-06,1.50923434193417
"120","SERPINB5","gene","MSTRG.18343",2.84616632357289,0.00107654171912119,0.00421842145659071,1.50901997218852
"121","C5","gene","MSTRG.38722",2.84300116604368,0.0124774119144692,0.0308514114624541,1.50741469073021
"122","TPX2","gene","MSTRG.23741",2.84246342761129,1.33168675638951e-05,0.00013201560221661,1.50714178688595
"123","G0S2","gene","MSTRG.3335",2.84009844799206,1.31283513837843e-05,0.000130590193747729,1.50594093957794
"124","ANLN","gene","MSTRG.34374",2.83223194263778,1.17264609578172e-07,5.26698504097649e-06,1.50193941824264
"125","HAO1","gene","MSTRG.23489",2.81789010895272,0.0185313862735217,0.0424405029079107,1.4946153510513
"126","BHMT","gene","MSTRG.30521",2.80326277367738,0.023466287353396,0.0514917894988647,1.48710698679368
"127","UBD","gene","MSTRG.32235",2.77584862870798,8.28491019395639e-05,0.000540509392430294,1.47292889768325
"128","ESM1","gene","MSTRG.30233",2.76440126943132,4.5747757748682e-07,1.24242398834676e-05,1.46696704676832
"129","OR2I1P","gene","MSTRG.32234",2.75746550854699,0.00216494555249502,0.00736618862151907,1.46334284013781
"130","COL11A1","gene","MSTRG.1799",2.7390831032673,6.55369788848947e-05,0.000449407421854258,1.45369303780409
"131","S100A2","gene","MSTRG.2392",2.73881929363829,3.6892736108296e-05,0.000285033961527772,1.45355408065727
"132","SQLE","gene","MSTRG.37297",2.73288606576422,2.30631735120834e-06,3.73553037828169e-05,1.45042531504471
"133","SNTB1","gene","MSTRG.37235",2.71453672851539,9.16319493615703e-08,4.55352299848688e-06,1.44070600410611
"134","MDFI","gene","MSTRG.32616",2.70176823104517,2.88286645511171e-06,4.32757061905558e-05,1.43390391956986
"135","UBE2C","gene","MSTRG.24000",2.70136268574612,3.026505539383e-05,0.000244930919535098,1.43368734951006
"136","PON1","gene","MSTRG.34945",2.69675724077554,0.0160623525248199,0.0378253988273537,1.43122565754224
"137","SERPINA11","gene","MSTRG.11763",2.69188054170933,0.0258769909995933,0.0557960673731999,1.42861438851156
"138","APOM","gene","MSTRG.32367",2.68914845860337,0.025730797014794,0.0555629155951857,1.42714940362234
"139","IGF2","gene","MSTRG.5600",2.68479068332734,0.0174468600447296,0.0404977999607141,1.424809614506
"140","C6","gene","MSTRG.30148",2.68352393660204,0.0205130188950072,0.0460344027377054,1.42412875677617
"141","SPP2","gene","MSTRG.23219",2.68000845354034,0.0182400800059388,0.0420056696312183,1.42223755137763
"142","NOTUM","gene","MSTRG.17630",2.6604458662148,0.000962563103850012,0.00384169922308969,1.41166804838537
"143","COL4A2","gene","MSTRG.10504",2.66020061803715,2.30233489251219e-06,3.73425928816075e-05,1.41153505013751
"144","NIT2","gene","MSTRG.26818",2.66019738669485,0.000878656037961001,0.0035739969388048,1.41153329769662
"145","SERPINA10","gene","MSTRG.11759",2.64982279184557,0.00505966640637667,0.0147275135328182,1.40589588198753
"146","MYBL2","gene","MSTRG.23941",2.64402225272838,6.43534920869993e-05,0.000442591331326253,1.4027343189658
"147","EPOP","gene","MSTRG.16458",2.63796237298923,1.273691088155e-07,5.52942919236957e-06,1.39942398661789
"148","PMEPA1","gene","MSTRG.24171",2.63714465690522,4.10333759073289e-05,0.000311363069425463,1.39897671040453
"149","CXCL10","gene","MSTRG.28827",2.63676301960196,0.000541345604039289,0.00244937387213128,1.39876791408895
"150","BHLHE40","gene","MSTRG.25848",2.62768696893623,4.37233635963707e-08,2.93410587347723e-06,1.39379342053777
"151","F9","gene","MSTRG.40491",2.62256127329434,0.0202517762623915,0.0456211888873858,1.39097648019824
"152","F12","gene","MSTRG.31653",2.60556657467301,0.00185577263841585,0.00651976921522874,1.38159711745361
"153","OLFML2B","gene","MSTRG.2681",2.6055242902873,3.23122823853161e-06,4.72860693854288e-05,1.38157370451565
"154","AGXT","gene","MSTRG.23303",2.60313998350701,0.0261246399229851,0.0562158734145236,1.38025289456233
"155","SPARC","gene","MSTRG.31367",2.60127055884371,4.23592403153705e-07,1.18911348173773e-05,1.37921646218056
"156","BAAT","gene","MSTRG.38534",2.59522322884375,0.0134916226508456,0.0328650749513089,1.37585863773337
"157","RFC3","gene","MSTRG.9958",2.58828989517509,2.60413344777e-06,4.02262836019286e-05,1.37199921196302
"158","SLC22A1","gene","MSTRG.33768",2.58305682359464,0.015452792821985,0.0366411603198255,1.36907938105424
"159","FAM3B","gene","MSTRG.24714",2.57325743733472,0.0331552458443678,0.0679871748850794,1.36359579635943
"160","FPR1","gene","MSTRG.20198",2.56667382487125,6.38494232596543e-07,1.58308612489648e-05,1.35989996862866
"161","PRSS22","gene","MSTRG.13880",2.56636299957003,9.49853006848578e-06,0.000102612242497481,1.3597252470607
"162","RDH16","gene","MSTRG.8650",2.55491120829361,0.0121108816922355,0.0301494087405513,1.35327315355805
"163","STK19","gene","MSTRG.32396",2.55283158124604,0.0111098012570725,0.028137119731098,1.35209836151473
"164","HAMP","gene","MSTRG.19510",2.54358121109934,0.00915113392946987,0.0240312439910837,1.34686115709808
"165","MYC","gene","MSTRG.37322",2.51824086219906,2.43687659162717e-06,3.84402817563499e-05,1.33241627911784
"166","S100A11","gene","MSTRG.2374",2.51777017666599,4.42422543045495e-10,2.06664418307412e-07,1.33214659913457
"167","DDIT4","gene","MSTRG.4650",2.51688816190481,3.11947990877526e-05,0.000250201142683224,1.33164111167171
"168","MTTP","gene","MSTRG.29054",2.51506121051752,0.00780880418870533,0.0210360358283047,1.33059351217214
"169","MST1","gene","MSTRG.26429",2.50096631837842,0.00363226161264862,0.0113414584625297,1.32248562823635
"170","GLYATL1","gene","MSTRG.6267",2.49968775109041,0.00245051571674382,0.00816698702629404,1.32174789165212
"171","STC1","gene","MSTRG.36282",2.49155841602786,1.84466658836868e-07,6.94678081370486e-06,1.31704839923748
"172","ELFN1-AS1","gene","MSTRG.33933",2.48707391988373,4.71831739980999e-05,0.000346762181214481,1.31444938743614
"173","MMP3","gene","MSTRG.7111",2.47727171635435,0.005453170056401,0.015669812972109,1.30875211740864
"174","OLR1","gene","MSTRG.7871",2.46526665905328,8.42779976584218e-06,9.42718828213649e-05,1.30174370619215
"175","KRT7","gene","MSTRG.8476",2.45991724680769,0.00145919422863949,0.00537384743047997,1.2986097831953
"176","LY6E","gene","MSTRG.37431",2.44913722461664,3.27102677762925e-05,0.000259680834188677,1.29227361005036
"177","F7","gene","MSTRG.10548",2.44731118129112,0.00419270523170345,0.0126944287518364,1.29119755510036
"178","EPHX4","gene","MSTRG.1674",2.44693625047119,5.45175407040688e-08,3.34019903141155e-06,1.29097651566858
"179","S100A8","gene","MSTRG.2387",2.44648646991111,3.67328457469007e-05,0.000284271817516439,1.29071130408871
"180","CD5L","gene","MSTRG.2558",2.44036769506722,0.008650045518236,0.0229163410984483,1.28709853790472
"181","VSNL1","gene","MSTRG.20675",2.44029978366692,8.56352326739085e-06,9.50616204530326e-05,1.28705838952712
"182","MMP9","gene","MSTRG.24014",2.43227977425771,0.000178021967656372,0.00100529039569203,1.28230918508062
"183","EREG","gene","MSTRG.28802",2.43115827689279,0.000611482435482147,0.00268555542743908,1.28164382090885
"184","CXCL3","gene","MSTRG.28794",2.428046692908,0.00016460651561534,0.000947867302443756,1.27979616581892
"185","THY1","gene","MSTRG.7381",2.42689642593215,1.42627091639369e-05,0.000138684361046174,1.27911253906895
"186","NEBL","gene","MSTRG.4096",2.40740404528512,5.85231665972685e-06,7.29384780707473e-05,1.26747829603338
"187","PPAT","gene","MSTRG.28638",2.39604189968533,3.59146515971354e-06,5.10854203838425e-05,1.26065313681606
"188","CXCL11","gene","MSTRG.28828",2.39439075440599,0.000177848261634361,0.00100528170346857,1.25965861320091
"189","COLEC11","gene","MSTRG.20550",2.39298404624832,0.0133337364903854,0.0325347627945509,1.25881077862519
"190","CYP2A6","gene","MSTRG.19722",2.38546889724128,0.0303923655779902,0.0635264086665061,1.25427287597291
"191","AREG","gene","MSTRG.28803",2.38505730897171,0.0017956128271801,0.00636200442834019,1.25402393221651
"192","VEGFA","gene","MSTRG.32694",2.37890591065179,5.598130531137e-06,7.05993178645982e-05,1.25029821210755
"193","FTCD","gene","MSTRG.24876",2.37823229647812,0.0101231889806943,0.026148772598219,1.24988963880486
"194","IL1B","gene","MSTRG.21932",2.37683349052581,6.85097569035342e-05,0.00046551845343599,1.24904083857404
"195","UHRF1","gene","MSTRG.18705",2.37037072522592,5.11831957294984e-06,6.59476448277763e-05,1.24511271381472
"196","TRIP13","gene","MSTRG.29845",2.36595065416778,1.67016847574253e-06,3.00527387669049e-05,1.24241998418918
"197","SLC38A3","gene","MSTRG.26448",2.36312921559067,0.015487394207408,0.0366859613700021,1.24069851784121
"198","SLC2A1","gene","MSTRG.1012",2.35704035761063,0.00129072008263986,0.00487385899715239,1.23697646084784
"199","INHBB","gene","MSTRG.22010",2.35660445207129,3.03051703212098e-05,0.000244955494703492,1.23670962752158
"200","GTF3A","gene","MSTRG.9862",2.35521564800155,2.60807819041364e-06,4.02339988212028e-05,1.23585916177388
"201","TTYH3","gene","MSTRG.33950",2.3539985525825,2.32260184418465e-08,1.896737366181e-06,1.2351134332979
"202","RGS16","gene","MSTRG.2980",2.35228931604856,2.97352516498428e-07,9.19293011051332e-06,1.23406551304802
"203","NR0B2","gene","MSTRG.639",2.35163358536866,8.51518573865562e-05,0.000550001875309847,1.23366328732027
"204","CADPS","gene","MSTRG.26623",2.34651732957916,3.15804440025325e-05,0.000251738174103464,1.23052111504574
"205","IER3","gene","MSTRG.32317",2.34573192185405,7.64895427196599e-06,8.77450766090558e-05,1.23003814673781
"206","PGLYRP2","gene","MSTRG.19095",2.34235392200387,0.0282547021538162,0.0598726931141836,1.2279590788036
"207","MFAP2","gene","MSTRG.422",2.33726196362074,0.000127824080391914,0.000767754951047157,1.22481944248021
"208","CTPS1","gene","MSTRG.969",2.33143225196807,5.27509762537903e-08,3.27673351431789e-06,1.22121650766633
"209","TNC","gene","MSTRG.38685",2.32852929742063,0.00278676096399433,0.00909298534158306,1.2194190341778
"210","PTP4A3","gene","MSTRG.37408",2.32751525671631,1.19252733208342e-05,0.00012120395286397,1.21879062459043
"211","GTF2IRD1","gene","MSTRG.34724",2.32478121337766,1.77741147355803e-07,6.82783262770089e-06,1.21709494967131
"212","KISS1","gene","MSTRG.3220",2.3232597936319,0.000160238936866675,0.000926830264848452,1.21615048950094
"213","SLC5A6","gene","MSTRG.20796",2.3151839818211,1.13415316704835e-06,2.31549662321514e-05,1.21112684537066
"214","PLIN2","gene","MSTRG.37713",2.30858388829085,0.000695333976946433,0.00297548925715663,1.2070081573482
"215","HSPH1","gene","MSTRG.9930",2.30643639209916,2.74722702919838e-06,4.19374081659853e-05,1.20566550568409
"216","PLAAT3","gene","MSTRG.6412",2.30462444714585,0.000121544785340211,0.000736203321163372,1.2045316736987
"217","ANGPTL8","gene","MSTRG.18912",2.30419418558401,0.0188682099507185,0.0430441406142782,1.20426230478974
"218","MSX2","gene","MSTRG.31595",2.30311612329151,4.87297640658912e-05,0.000354541942565384,1.20358715375919
"219","CEBPB","gene","MSTRG.24077",2.30119495933473,2.53295745489268e-08,2.01223654137665e-06,1.20238321517889
"220","SAPCD2","gene","MSTRG.39122",2.2964484878105,2.09336533130156e-05,0.000183668822982266,1.19940442248164
"221","CASC19","gene","MSTRG.37309",2.29562388670052,2.01703006741383e-07,7.36089910226834e-06,1.19888629129909
"222","LECT2","gene","MSTRG.31062",2.28714754948648,0.0209357187322656,0.0468456262416934,1.19354944054011
"223","ADAMTS12","gene","MSTRG.30052",2.28039165185697,1.53259167356978e-07,6.25790404333844e-06,1.18928162512133
"224","SNAI1","gene","MSTRG.24070",2.28011856323924,1.5926558960544e-07,6.33088054469835e-06,1.18910884463124
"225","IQGAP3","gene","MSTRG.2520",2.27993483009262,6.33023667406807e-06,7.7084988404345e-05,1.18899258682602
"226","COL5A1","gene","MSTRG.39034",2.27840516530326,8.23934948324112e-06,9.26074333640903e-05,1.18802432211083
"227","CYP8B1","gene","MSTRG.26273",2.2770410728811,0.0187903989034082,0.0428833844819231,1.18716031479797
"228","RRP12","gene","MSTRG.5016",2.27327790245182,9.64288773053212e-07,2.1048531386384e-05,1.18477406074258
"229","CXCL1","gene","MSTRG.28789",2.26929474976826,0.00179477067201583,0.00636095050312622,1.18224400716441
"230","DHCR7","gene","MSTRG.6714",2.26026387340388,2.10796550748071e-06,3.51712973350921e-05,1.17649120920182
"231","DPYS","gene","MSTRG.37146",2.25560678645697,0.0185345577008345,0.0424405029079107,1.17351558871523
"232","KHK","gene","MSTRG.20792",2.25485365447753,0.000528151426805845,0.00239897019145805,1.17303380207894
"233","SLC29A1","gene","MSTRG.32705",2.23879694070906,7.58273276368904e-06,8.72425154821287e-05,1.16272368142094
"234","BMP7","gene","MSTRG.24159",2.23106724764524,0.00465030474054329,0.0137754966332996,1.15773399918589
"235","PLS3","gene","MSTRG.40282",2.22563302065327,2.26100542766172e-06,3.69287012366903e-05,1.15421572972828
"236","F5","gene","MSTRG.2801",2.22381471691395,0.0052367694369968,0.0151448720864905,1.15303659106286
"237","CXCL6","gene","MSTRG.28788",2.21495284741316,0.000459470414144403,0.00215403271633012,1.14727598657836
"238","SORD","gene","MSTRG.12627",2.21335840811553,1.76085705618778e-05,0.000159801991727355,1.14623708500421
"239","DSCC1","gene","MSTRG.37226",2.21034829536943,2.31591336075088e-06,3.74069657356137e-05,1.1442737200288
"240","BHMT2","gene","MSTRG.30520",2.20455341253514,0.0352080730068349,0.0715309458200797,1.14048643139506
"241","ALDH8A1","gene","MSTRG.33445",2.20254632101755,0.022586170373071,0.0498415150447322,1.13917236030328
"242","RRM2","gene","MSTRG.20601",2.20135281395547,2.63807478638745e-05,0.000218337614141974,1.13839038655269
"243","KRT6B","gene","MSTRG.8489",2.20026334881584,0.00135424205438206,0.00505912946611443,1.1376762097921
"244","PAQR4","gene","MSTRG.13889",2.19160204419276,2.64676061978442e-06,4.07768740340929e-05,1.13198585441512
"245","ACSM2B","gene","MSTRG.14228",2.18563782461089,0.0187184632691619,0.0427705712203808,1.12805435621244
"246","PLAU","gene","MSTRG.4714",2.18547976359523,7.82753251549195e-06,8.92215137236389e-05,1.12795001958047
"247","CPXM1","gene","MSTRG.23413",2.18196667605725,6.06879070592647e-05,0.000424308511417121,1.12562906836451
"248","FKBP10","gene","MSTRG.16579",2.17361444419078,9.146113030023e-05,0.000582696715573424,1.12009605775992
"249","ELOVL5","gene","MSTRG.32784",2.17038022136666,1.00175195509866e-05,0.000106737767624472,1.11794780554008
